survey,id,women,wt_nls_parent,wt_nls_kid,wt_nls_avg
1979,5567,0,8143.443,7550.041,7846.742
1979,5568,1,3323.893,4546.064,3934.979
1979,5572,1,4630.617,3524.019,4077.318
1979,5575,1,2925.433,3652.683,3289.058
1979,5576,1,4697.717,5709.985,5203.851
1979,5578,1,3589.928,4271.191,3930.56
1979,5579,0,3530.544,4475.503,4003.023
1979,5580,0,4693.928,5641.085,5167.506
1979,5581,1,4718.743,5227.536,4973.14
1979,5585,0,2236.562,6334.625,4285.594
1979,5586,0,769.9279,3949.446,2359.687
1979,5589,1,6913.598,5838.75,6376.174
1979,5591,1,6100.86,5262.379,5681.62
1979,5598,0,4022.768,5141.477,4582.122
1979,5603,0,1582.545,1630.403,1606.474
1979,5605,1,4840.108,5670.445,5255.276
1979,5606,1,7419.445,5224.912,6322.179
1979,5607,0,12528.94,5952.716,9240.829
1979,5608,0,1155.871,1373.927,1264.899
1979,5609,1,689.3215,1061.801,875.5613
1979,5611,0,1828.697,2338.116,2083.407
1979,5613,0,597.9249,990.8104,794.3677
1979,5614,1,779.7116,1783.93,1281.821
1979,5618,0,443.5728,1573.842,1008.708
1979,5619,1,1883.099,2011.848,1947.474
1979,5621,0,1621.042,4996.851,3308.946
1979,5622,0,1621.042,6494.908,4057.975
1979,5625,0,867.8751,4493.838,2680.857
1979,5626,1,1568.641,4804.008,3186.325
1979,5629,0,3321.406,1613.643,2467.524
1979,5630,0,3732.583,2242.588,2987.585
1979,5631,1,1841.67,1877.836,1859.753
1979,5634,1,2198.241,1311.287,1754.764
1979,5635,0,2654.654,1877.851,2266.252
1979,5637,0,2142.51,1501.061,1821.785
1979,5641,1,2034.81,2120.704,2077.757
1979,5645,1,1389.442,576.2531,982.8475
1979,5646,1,865.2467,2056.796,1461.021
1979,5647,1,1007.944,2010.304,1509.124
1979,5650,0,13951.77,5706.86,9829.314
1979,5653,0,3513.042,7603.104,5558.073
1979,5655,0,2088.449,8110.665,5099.557
1979,5670,1,4167.113,6015.233,5091.173
1979,5671,0,8426.381,5433.445,6929.913
1979,5672,0,2232.495,5978.378,4105.437
1979,5673,1,2060.509,4902.339,3481.424
1979,5674,1,2487.605,5265.125,3876.365
1979,5677,0,4068.844,6065.35,5067.097
1979,5681,1,1631.445,949.1628,1290.304
1979,5682,1,960.6628,800.8427,880.7527
1979,5686,1,5790.566,2887.306,4338.936
1979,5687,1,5790.566,5177.723,5484.145
1979,5694,0,11768.22,5423.802,8596.012
1979,5701,1,1380.158,2741.826,2060.992
1979,5711,0,1283.807,1520.545,1402.176
1979,5712,1,4589.242,5273.816,4931.529
1979,5713,1,2271.239,4668.688,3469.963
1979,5716,1,6462.968,4415.72,5439.344
1979,5718,1,3930.889,3968.715,3949.802
1979,5719,0,1339.184,2670.517,2004.851
1979,5725,1,648.3677,760.3544,704.3611
1979,5726,0,873.1484,799.515,836.3317
1979,5730,1,1034.769,880.2925,957.5308
1979,5733,0,558.2031,1060.316,809.2596
1979,5738,0,1092.386,1293.843,1193.114
1979,5741,1,673.5948,636.9133,655.2541
1979,5745,0,808.0412,910.8774,859.4593
1979,5746,1,861.6895,1222.348,1042.019
1979,5747,0,1305.301,1518.484,1411.893
1979,5749,0,719.5374,803.1076,761.3225
1979,5752,0,1995.533,816.3712,1405.952
1979,5758,1,495.0388,924.433,709.7359
1979,5759,0,919.6387,2577.973,1748.806
1979,5763,1,2596.983,1646.463,2121.723
1979,5764,0,2641.997,1848.482,2245.24
1979,5766,1,1547.247,2662.586,2104.917
1979,5767,1,812.0213,756.9553,784.4883
1979,5771,0,1560.416,990.0968,1275.256
1979,5772,0,949.7007,1233.123,1091.412
1979,5773,1,1069.266,404.8268,737.0464
1979,5774,1,681.6233,806.5853,744.1043
1979,5778,0,854.0807,658.8207,756.4507
1979,5779,0,179.0406,1158.724,668.8824
1979,5781,1,901.0461,699.5305,800.2883
1979,5782,1,1138.901,616.7128,877.8071
1979,5783,0,639.1839,1454.813,1046.998
1979,5786,0,248.5201,593.2408,420.8805
1979,5792,0,1095.413,720.4041,907.9087
1979,5793,1,746.2812,749.4154,747.8483
1979,5798,1,972.3289,374.9185,673.6237
1979,5799,1,2287.76,681.389,1484.574
1979,5802,1,686.1529,578.7408,632.4469
1979,5806,1,806.6072,451.4623,629.0347
1979,5811,1,750.9224,815.7394,783.3309
1979,5814,0,1763.528,1098.679,1431.103
1979,5824,0,2048.457,2464.924,2256.69
1979,5834,1,936.2314,725.9236,831.0775
1979,5842,0,825.0343,903.8512,864.4427
1979,5843,0,896.3719,1271.958,1084.165
1979,5844,1,772.7716,753.9411,763.3563
1979,5847,0,5356.234,1554.369,3455.301
1979,5850,0,292.3352,735.2627,513.799
1979,5852,1,687.22,843.3694,765.2947
1979,5853,1,681.5613,739.4909,710.5261
1979,5862,1,341.7173,1304.167,822.9423
1979,5863,0,212.9716,526.7578,369.8647
1979,5868,1,1447.094,974.0596,1210.577
1979,5870,1,1048.346,940.5282,994.4369
1979,5872,0,554.7112,902.7228,728.717
1979,5873,1,846.2832,573.087,709.6851
1979,5876,0,2100.239,1363.258,1731.748
1979,5877,0,1491.532,916.2906,1203.911
1979,5883,1,1213.73,334.7201,774.2253
1979,5893,0,617.9015,1558.199,1088.05
1979,5895,1,2859.978,1827.49,2343.734
1979,5896,1,463.1082,1639.76,1051.434
1979,5897,1,1442.043,1211.913,1326.978
1979,5898,0,1679.534,2467.343,2073.438
1979,5899,1,1095.652,1245.747,1170.699
1979,5902,0,1632.849,970.0145,1301.432
1979,5903,0,1966.097,1102.983,1534.54
1979,5909,1,4134.066,1127.217,2630.642
1979,5911,1,718.6029,1337.592,1028.098
1979,5916,1,1051.971,1990.498,1521.234
1979,5917,0,1212.382,2035.683,1624.032
1979,5918,0,2429.822,2774.943,2602.383
1979,5922,0,1415.743,2175.633,1795.688
1979,5923,1,2804.396,2222.391,2513.394
1979,5924,0,2470.861,2050.458,2260.659
1979,5925,1,3030.997,1684.682,2357.839
1979,5927,1,4360.803,1802.756,3081.78
1979,5928,0,3115.838,1859.013,2487.426
1979,5929,0,819.2875,1454.313,1136.8
1979,5931,0,3395.71,2367.201,2881.455
1979,5934,1,2509.374,1433.72,1971.547
1979,5936,1,995.9952,2017.483,1506.739
1979,5937,0,1043.891,2171.68,1607.786
1979,5939,0,2546.824,2919.238,2733.031
1979,5942,0,1425.898,1821.5,1623.699
1979,5943,0,1749.937,1565.362,1657.649
1979,5945,1,2067.014,1252.596,1659.805
1979,5955,1,3075.447,1319.25,2197.348
1979,5957,1,954.1279,2388.445,1671.286
1979,5959,0,1819.502,958.5358,1389.019
1979,5960,0,1625.745,1002.115,1313.93
1979,5961,0,1945.635,821.2818,1383.459
1979,5963,1,1882.565,1383.504,1633.035
1979,5965,1,2952.237,2631.605,2791.921
1979,5975,0,1069.059,2564.026,1816.543
1979,5976,1,459.173,2138.661,1298.917
1979,5977,1,607.4354,2129.299,1368.367
1979,5983,1,629.069,2066.413,1347.741
1979,5987,0,1649.705,3456.485,2553.095
1979,5988,0,1062.57,2334.78,1698.675
1979,5989,0,1384.942,1887.915,1636.429
1979,5990,0,2417.726,445.2446,1431.485
1979,5997,0,1364.308,1095.872,1230.09
1979,6000,0,3603.231,1715.447,2659.339
1979,6002,1,2204.091,1939.774,2071.932
1979,6003,1,3978.135,1830.684,2904.409
1979,6004,1,5749.641,2203.933,3976.787
1979,6006,0,2473.823,2119.346,2296.584
1979,6008,0,3115.844,2202.085,2658.965
1979,6011,1,1667.477,3154.896,2411.186
1979,6012,0,2551.914,2551.674,2551.793
1979,6014,0,837.0277,2078.146,1457.587
1979,6015,1,3147.115,2823.306,2985.21
1979,6017,1,3021.582,2365.795,2693.688
1979,6022,1,3643.16,2010.274,2826.717
1979,6023,1,2909.2,1536.957,2223.079
1979,6027,1,1065.653,1485.22,1275.437
1979,6028,1,1086.502,1256.063,1171.283
1979,6030,1,1843.177,1115.586,1479.382
1979,6033,1,2659.106,1893.688,2276.397
1979,6034,0,4731.073,1412.644,3071.859
1979,6035,0,2997.805,887.327,1942.566
1979,6038,0,966.303,2569.155,1767.729
1979,6041,0,2550.631,1496.333,2023.482
1979,6042,1,1121.042,1235.825,1178.434
1979,6043,1,1121.042,1063.291,1092.167
1979,6046,1,2527.543,1045.061,1786.302
1979,6050,0,850.5624,1745.324,1297.943
1979,6051,0,1130.377,2315.615,1722.996
1979,6054,0,1609.198,2276.235,1942.717
1979,6057,0,4001.508,1964.571,2983.039
1979,6062,0,2228.694,1779.064,2003.879
1979,6067,0,3102.799,2124.612,2613.706
1979,6070,0,3875.877,2659.479,3267.678
1979,6071,1,1704.939,2378.453,2041.696
1979,6075,0,1265.585,2747.413,2006.499
1979,6077,0,3964.419,3331.52,3647.969
1979,6085,0,399.7371,899.5693,649.6532
1979,6087,0,1594.746,1358.172,1476.459
1979,6092,0,2654.266,1935.012,2294.639
1979,6093,0,2672.069,1942.369,2307.219
1979,6095,0,3291.415,3764.405,3527.91
1979,6099,0,373.2039,1344.996,859.0999
1979,6102,1,1921.12,1569.47,1745.295
1979,6107,1,2135.104,1589.466,1862.285
1979,6108,1,3333.009,2086.897,2709.953
1979,6112,0,985.3309,2416.707,1701.019
1979,6117,1,2789.644,2029.624,2409.634
1979,6120,1,859.5697,1343.96,1101.765
1979,6124,0,259.7036,802.9164,531.31
1979,6125,0,184.3052,1576.214,880.2594
1979,6129,1,886.9599,1778.639,1332.8
1979,6131,0,1963.209,2428.669,2195.939
1979,6132,1,449.6665,1192.151,820.909
1979,6135,0,1019.947,884.9807,952.4639
1979,6136,0,953.7516,1002.634,978.1929
1979,6137,0,959.999,954.2084,957.1036
1979,6138,0,1268.198,1391.809,1330.004
1979,6139,1,980.243,731.9007,856.0719
1979,6145,0,3548.643,1728.842,2638.743
1979,6150,1,3377.625,2576.971,2977.298
1979,6156,0,1969.95,1948.87,1959.41
1979,6158,1,1359.948,1192.652,1276.3
1979,6159,1,1444.716,972.1274,1208.422
1979,6162,0,907.9562,2145.988,1526.972
1979,6164,1,8047.092,2150.16,5098.626
1979,6167,0,2756.135,1402.224,2079.179
1979,6168,1,3169.958,1775.621,2472.789
1979,6172,1,695.0331,583.4345,639.2338
1979,6173,0,1711.248,1823.568,1767.408
1979,6176,0,3495.519,1778.181,2636.85
1979,6181,1,938.351,1821.735,1380.043
1979,6187,0,1900.839,1983.932,1942.386
1979,6194,1,7152.083,662.2007,3907.142
1979,6195,1,1853.33,1716.668,1784.999
1979,6196,0,1998.578,2245.86,2122.219
1979,6205,1,2460.349,1998.635,2229.492
1979,6207,0,2725.448,2153.726,2439.587
1979,6213,0,1097.712,1037.48,1067.596
1979,6216,0,896.5688,920.2707,908.4197
1979,6217,1,645.6321,784.4855,715.0588
1979,6218,0,943.2311,1101.138,1022.184
1979,6219,1,1705.887,1361.127,1533.507
1979,6220,1,1925.236,1679.241,1802.239
1979,6221,1,2242.3,1010.21,1626.255
1979,6222,0,2423.611,2134.926,2279.269
1979,6224,0,952.9971,1753.713,1353.355
1979,6225,1,814.5856,1487.131,1150.858
1979,6238,1,517.1321,1794.103,1155.618
1979,6244,1,2220.749,2576.069,2398.409
1979,6246,1,3866.38,1800.307,2833.344
1979,6247,0,3442.712,3795.42,3619.066
1979,6248,0,1686.385,2583.076,2134.73
1979,6249,0,5213.856,3309.967,4261.912
1979,6253,0,2601.747,3476.796,3039.271
1979,6254,0,2638.026,4038.007,3338.016
1979,6255,1,2574.105,2973.9,2774.003
1979,6256,1,2998.228,3582.317,3290.272
1979,6270,1,1582.449,1218.422,1400.436
1979,6276,1,856.562,1448.253,1152.407
1979,6279,0,1449.02,1562.149,1505.585
1979,6282,1,1178.139,1214.982,1196.56
1979,6283,1,1903.162,1633.227,1768.194
1979,6287,0,613.5568,805.1264,709.3416
1979,6289,1,1549.772,988.4775,1269.125
1979,6290,1,2482.117,1613.629,2047.873
1979,6292,0,3106.63,1905.411,2506.021
1979,6295,1,1338.953,1324.579,1331.766
1979,6301,0,1479.118,916.2956,1197.707
1979,6302,1,1981.265,1073.733,1527.499
1979,6311,1,1337.652,743.9679,1040.81
1979,6314,0,1055.165,761.8511,908.5078
1979,6318,1,660.7234,2000.529,1330.626
1979,6322,1,1428.961,2001.785,1715.373
1979,6323,0,2779.313,2889.186,2834.25
1979,6324,1,1748.687,1006.827,1377.757
1979,6327,1,1914.172,1420.507,1667.34
1979,6335,1,2091,1581.337,1836.168
1979,6336,1,2095.453,1427.872,1761.663
1979,6340,0,2080.653,2238.07,2159.361
1979,6341,0,2556.693,2525.702,2541.198
1979,6342,1,1875.762,1488.565,1682.164
1979,6343,1,1917.865,1357.57,1637.717
1979,6352,0,775.9844,1019.45,897.7174
1979,6356,1,3305.836,1490.873,2398.354
1979,6358,1,1454.98,1058.161,1256.571
1979,6359,0,1404.372,1197.328,1300.85
1979,6360,0,1108.994,1257.524,1183.259
1979,6366,1,2829.588,1473.578,2151.583
1979,6368,1,3476.806,2380.396,2928.601
1979,6373,1,1958.531,1364.172,1661.352
1979,6374,1,2565.403,1635.389,2100.396
1979,6377,1,911.9294,908.0148,909.9721
1979,6379,1,2317.108,2070.774,2193.941
1979,6384,1,1604.439,1268.715,1436.577
1979,6385,1,1703.948,1989.58,1846.764
1979,6391,0,1207.218,812.0942,1009.656
1979,6393,1,3127.069,1193.16,2160.115
1979,6394,1,2270.413,1944.212,2107.313
1979,6401,0,1219.718,983.5907,1101.655
1979,6402,0,1087.731,1078.948,1083.34
1979,6405,1,3234.904,2117.979,2676.441
1979,6406,0,469.9426,1892.916,1181.429
1979,6407,1,430.8892,1872.106,1151.498
1979,6415,0,547.148,839.1705,693.1593
1979,6417,1,2374.272,1285.861,1830.067
1979,6427,1,2152.358,1513.282,1832.82
1979,6428,1,2271.57,1940.637,2106.104
1979,6429,1,1036.728,1722.498,1379.613
1979,6432,0,677.6483,2157.642,1417.645
1979,6433,0,1650.757,1610.708,1630.732
1979,6441,0,1743.776,1787.391,1765.583
1979,6442,1,1706.32,1688.012,1697.166
1979,6445,1,1950.098,1406.922,1678.51
1979,6450,1,2245.895,1550.197,1898.046
1979,6451,0,3339.174,1345.902,2342.538
1979,6453,0,2649.094,2213.716,2431.405
1979,6454,0,2921.278,1723.094,2322.186
1979,6455,1,575.1468,1280.713,927.9297
1979,6459,1,1052.532,1450.939,1251.735
1979,6461,1,2514.578,1795.222,2154.9
1979,6462,0,2544.414,2614.007,2579.21
1979,6466,0,611.829,997.9214,804.8752
1979,6467,0,738.9764,905.9454,822.4609
1979,6468,0,753.8838,820.1415,787.0126
1979,6470,1,724.9628,1352.646,1038.805
1979,6471,0,3214.492,2114.068,2664.28
1979,6474,1,3315.764,1439.542,2377.653
1979,6481,1,361.1206,928.144,644.6323
1979,6482,1,1394.817,704.1663,1049.492
1979,6484,0,1797.593,1356.974,1577.283
1979,6486,1,671.0776,2131.489,1401.283
1979,6489,1,2263.553,1865.75,2064.652
1979,6493,0,1122.942,783.5715,953.2566
1979,6496,0,735.8007,900.7559,818.2783
1979,6500,0,981.2097,990.0587,985.6342
1979,6504,0,1111.095,1143.62,1127.357
1979,6505,1,1733.907,1125.066,1429.487
1979,6515,1,3283.704,1120.854,2202.279
1979,6517,0,604.9117,899.0597,751.9857
1979,6555,1,1561.918,2277.238,1919.578
1979,6576,0,1491.451,854.0633,1172.757
1979,6593,0,1166.788,1089.517,1128.152
1979,6594,0,1315.562,806.3068,1060.935
1979,6598,0,1250.108,497.9363,874.022
1979,6602,1,1986.22,1281.646,1633.933
1979,6603,0,626.0641,867.3109,746.6875
1979,6646,1,10385.13,1905.001,6145.066
1979,6651,1,1120.994,705.8844,913.4394
1979,6652,1,1148.588,744.5259,946.557
1979,6660,0,992.2831,807.1487,899.7159
1979,6661,0,853.5614,1080.301,966.9313
1979,6662,1,612.679,659.8413,636.2601
1979,6663,1,627.516,491.1767,559.3463
1979,6666,1,2785.15,1337.55,2061.35
1979,6667,1,2938.4,1898.35,2418.375
1979,6668,1,2938.4,2374.939,2656.67
1979,6670,0,915.459,682.2513,798.8551
1979,6677,0,977.3871,676.6022,826.9946
1979,6679,0,534.203,793.5326,663.8678
1979,6680,0,1067.517,722.7755,895.1461
1979,6681,0,519.814,674.058,596.936
1979,6703,1,2415.854,1950.402,2183.128
1979,6705,0,1767.286,1968.761,1868.024
1979,6709,1,1058.952,1468.925,1263.938
1979,6711,1,1378.18,628.1252,1003.153
1979,6715,1,4116.414,925.1019,2520.758
1979,6718,1,1515.719,2039.895,1777.807
1979,6719,0,1066.515,1501.803,1284.159
1979,6721,0,1281.926,1299.023,1290.475
1979,6728,0,2807.226,1767.652,2287.439
1979,6729,0,3401.603,2455.662,2928.632
1979,6730,1,906.4664,1578.154,1242.31
1979,6732,0,2447.023,1378.846,1912.935
1979,6736,0,2180.164,1285.351,1732.758
1979,6738,1,615.0166,1137.559,876.2878
1979,6739,0,565.304,621.5042,593.4041
1979,6741,1,1109.678,739.2025,924.4403
1979,6746,0,5119.283,1365.804,3242.543
1979,6752,1,1347.306,1742.475,1544.891
1979,6754,1,1340.406,2124.052,1732.229
1979,6755,1,1238.519,2089.42,1663.97
1979,6760,0,6467.486,3589.546,5028.516
1979,6761,1,2658.727,1044.471,1851.599
1979,6765,1,1613.017,1176.888,1394.953
1979,6768,0,2568.767,2544.513,2556.64
1979,6776,0,2589.872,1057.969,1823.92
1979,6780,1,2793.627,1923.531,2358.579
1979,6784,0,1354.681,2918.709,2136.695
1979,6786,0,962.8639,1726.556,1344.71
1979,6788,1,1811.903,1159.614,1485.758
1979,6790,0,1338.965,998.2775,1168.621
1979,6791,0,949.4007,348.2611,648.8309
1979,6792,0,1001.61,791.7927,896.7013
1979,6793,1,2919.34,630.41,1774.875
1979,6794,0,1751.231,408.272,1079.751
1979,6796,0,1307.417,1059.796,1183.606
1979,6800,0,737.8031,730.0374,733.9202
1979,6801,0,643.273,1387.857,1015.565
1979,6802,0,1173.88,912.8402,1043.36
1979,6805,0,650.4263,1400.374,1025.4
1979,6807,1,1262.858,713.7362,988.2969
1979,6808,0,1428.679,822.5613,1125.62
1979,6811,0,1072.684,1050.821,1061.752
1979,6817,1,881.2466,738.1028,809.6747
1979,6818,1,1303.933,1120.493,1212.213
1979,6823,1,2311.948,1392.386,1852.167
1979,6826,1,563.728,576.6931,570.2105
1979,6838,0,2416.672,2133.399,2275.036
1979,6839,1,9090.881,1685.191,5388.036
1979,6840,0,11166.9,2270.074,6718.487
1979,6842,1,368.1396,733.1501,550.6448
1979,6844,0,1586.978,1751.496,1669.237
1979,6846,0,346.5192,714.9312,530.7252
1979,6847,1,2961.023,2217.24,2589.132
1979,6848,1,3985.36,2716.963,3351.162
1979,6849,0,3026.866,2314.071,2670.469
1979,6850,0,3088.885,1623.333,2356.109
1979,6851,0,2224.068,2089.083,2156.575
1979,6854,1,4037.343,2332.31,3184.826
1979,6858,1,920.3428,2855.427,1887.885
1979,6860,0,781.6976,1463.271,1122.484
1979,6861,0,576.8491,2391.541,1484.195
1979,6863,0,3166.831,2253.794,2710.313
1979,6868,0,2287.066,1747.781,2017.424
1979,6870,1,1124.828,1676.615,1400.722
1979,6873,0,2295.593,2739.857,2517.725
1979,6876,1,1906.295,1533.958,1720.127
1979,6879,1,1432.942,1413.762,1423.352
1979,6882,0,991.7089,952.8416,972.2753
1979,6883,0,1357.243,1111.934,1234.589
1979,6885,1,936.5648,1091.813,1014.189
1979,6887,1,847.5798,1226.79,1037.185
1979,6891,1,926.5347,1081.217,1003.876
1979,6893,1,853.5121,1062.688,958.1003
1979,6894,0,511.7565,999.1454,755.4509
1979,6895,1,694.9654,1361.107,1028.036
1979,6897,0,1798.183,2396.203,2097.193
1979,6898,0,1361.63,1657.607,1509.619
1979,6901,1,3680.099,2631.377,3155.738
1979,6902,0,3269.52,2997.705,3133.612
1979,6906,0,2170.64,2881.957,2526.298
1979,6907,0,1779.555,2378.975,2079.265
1979,6908,0,3115.399,2573.615,2844.507
1979,6909,0,3902.15,3502.283,3702.216
1979,6910,0,1932.862,2336.658,2134.76
1979,6911,0,2960.998,5227.533,4094.265
1979,6914,0,2965.068,2289.508,2627.288
1979,6938,0,666.5282,774.8723,720.7002
1979,6942,0,11886.57,604.4535,6245.51
1979,6946,0,624.2272,1641.699,1132.963
1979,6947,0,1047.713,2575.69,1811.701
1979,6952,1,3079.94,6642.541,4861.241
1979,6953,1,3587.38,6605.174,5096.277
1979,6957,1,340.8405,632.6843,486.7624
1979,6958,0,954.7845,991.3124,973.0485
1979,6959,0,1056.962,687.6328,872.2971
1979,6960,0,1273.516,1119.306,1196.411
1979,6962,1,767.503,1130.849,949.1758
1979,6966,1,3094.544,1868.943,2481.744
1979,6968,1,878.3431,1554.132,1216.238
1979,6969,0,1452.516,1081.279,1266.897
1979,6972,0,2298.35,2107.249,2202.799
1979,6992,1,816.3639,1382.668,1099.516
1979,6996,0,1439.873,1338.596,1389.235
1979,6997,1,1086.947,750.752,918.8494
1979,6999,1,2546.479,1621.3,2083.89
1979,7003,0,1320.959,1716.855,1518.907
1979,7004,0,1755.717,2396.493,2076.105
1979,7010,0,396.413,739.7537,568.0834
1979,7046,1,563.8232,2004.222,1284.023
1979,7048,1,1861.378,2449.671,2155.525
1979,7049,1,1251.241,1923.92,1587.58
1979,7050,1,1147.231,1486.419,1316.825
1979,7065,1,1038.035,1570.699,1304.367
1979,7069,0,655.5615,756.0226,705.792
1979,7070,0,539.9964,971.428,755.7122
1979,7073,1,1575.924,1159.3,1367.612
1979,7080,0,1212.615,960.7726,1086.694
1979,7081,1,1205.068,1203.056,1204.062
1979,7083,0,637.3799,469.5677,553.4738
1979,7087,0,1266.048,1123.516,1194.782
1979,7100,0,719.0546,1458.097,1088.576
1979,7102,1,337.3194,1134.147,735.7331
1979,7104,0,1139.143,2496.064,1817.604
1979,7106,1,651.4678,1610.523,1130.995
1979,7107,1,1717.85,1650.596,1684.223
1979,7113,0,2551.328,1009.419,1780.373
1979,7114,0,1766.656,1934.853,1850.755
1979,7115,1,1345.287,1572.645,1458.966
1979,7118,1,1509.246,1315.699,1412.472
1979,7119,0,1289.836,1927.19,1608.513
1979,7123,1,2133.457,1738.01,1935.733
1979,7128,1,868.8599,1578.484,1223.672
1979,7129,0,1179.92,1384.597,1282.258
1979,7133,0,1084.231,1175.146,1129.689
1979,7141,0,1706.678,1763.446,1735.062
1979,7142,0,1362.593,1635.667,1499.13
1979,7143,0,1437.435,1048.68,1243.058
1979,7144,1,626.8003,2343.813,1485.307
1979,7145,0,1282.19,2770.66,2026.425
1979,7146,1,486.3542,1783.758,1135.056
1979,7147,1,1760.757,1486.647,1623.702
1979,7149,0,4617.703,2653.603,3635.653
1979,7166,1,1470.449,1265.226,1367.838
1979,7172,1,649.793,929.8749,789.834
1979,7173,0,1666.587,1002.765,1334.676
1979,7184,1,1129.072,1827.866,1478.469
1979,7185,0,1102.311,2028.565,1565.438
1979,7186,1,905.1876,2038.078,1471.633
1979,7187,0,1000.737,1316.23,1158.484
1979,7188,0,1081.853,2802.894,1942.373
1979,7190,0,1428.815,2016.68,1722.748
1979,7191,0,1457.956,1703.628,1580.792
1979,7194,1,1813.739,3886.804,2850.272
1979,7198,1,3198.27,2240.582,2719.426
1979,7201,1,789.3356,1741.785,1265.56
1979,7211,1,1437.799,1532.161,1484.98
1979,7214,1,532.4076,513.5607,522.9841
1979,7215,1,1562.604,1643.694,1603.149
1979,7216,1,3823.563,1599.926,2711.744
1979,7219,0,955.3434,576.0673,765.7053
1979,7220,1,1186.792,505.2563,846.0242
1979,7227,0,923.6946,755.9683,839.8314
1979,7228,1,1959.753,1881.259,1920.506
1979,7231,1,889.9681,1708.75,1299.359
1979,7232,1,1546.3,1981.209,1763.754
1979,7236,1,1648.154,1078.112,1363.133
1979,7240,0,851.3373,1085.843,968.59
1979,7241,1,729.7177,861.4221,795.5699
1979,7243,0,1424.71,1380.299,1402.505
1979,7244,1,4151.543,718.9376,2435.24
1979,7246,1,1122.118,965.859,1043.989
1979,7247,1,448.7028,815.6646,632.1837
1979,7248,0,2048.379,1273.612,1660.995
1979,7250,0,1642.063,1247.125,1444.594
1979,7251,0,1738.734,2325.526,2032.13
1979,7253,1,1274.555,1451.89,1363.222
1979,7254,0,1185.267,475.1374,830.2023
1979,7255,1,900.131,1904.306,1402.218
1979,7256,1,1048.421,1760.731,1404.576
1979,7257,0,1609.508,1188.172,1398.84
1979,7258,1,1662.524,1599.961,1631.242
1979,7259,1,2560.497,1788.25,2174.373
1979,7261,0,1095.51,574.4203,834.965
1979,7262,0,1455.815,1821.562,1638.688
1979,7263,1,3155.311,999.516,2077.413
1979,7265,0,1027.317,1298.241,1162.779
1979,7266,0,2084.042,1241.626,1662.834
1979,7268,0,1504.929,1059.871,1282.4
1979,7272,0,1169.129,1285.044,1227.087
1979,7274,1,1069.7,909.1908,989.4453
1979,7275,1,1780.88,2163.633,1972.257
1979,7276,1,1285.771,1933.331,1609.551
1979,7277,0,2389.78,923.1353,1656.458
1979,7281,0,2513.11,2778.047,2645.578
1979,7282,1,2001.22,2440.733,2220.977
1979,7283,1,2001.22,2484.082,2242.651
1979,7284,1,996.4702,2618.782,1807.626
1979,7285,1,4708.577,2411.36,3559.968
1979,7286,1,4708.577,1342.799,3025.688
1979,7296,1,512.0882,1567.28,1039.684
1979,7301,0,2927.153,1935.01,2431.082
1979,7317,1,1518.696,2485.215,2001.956
1979,7318,0,1266.4,4216.958,2741.679
1979,7319,0,1069.956,2919.635,1994.795
1979,7320,0,832.8224,2707.135,1769.979
1979,7322,1,3227.89,1920.925,2574.407
1979,7324,1,4079.262,2167.626,3123.444
1979,7325,1,1686.443,2193.104,1939.774
1979,7326,0,1343.788,2560.91,1952.349
1979,7337,1,1025.557,1245.643,1135.6
1979,7360,1,1373.753,533.7678,953.7602
1979,7361,1,2915.915,937.4141,1926.664
1979,7369,0,1122.691,1382.595,1252.643
1979,7370,0,1015.306,1396.996,1206.151
1979,7372,0,1968.514,1719.801,1844.157
1979,7373,0,1139.819,741.7852,940.8019
1979,7379,0,1407.275,2232.056,1819.665
1979,7380,0,6203.03,1720.423,3961.727
1979,7381,0,3648.315,2051.318,2849.817
1979,7382,1,1431.544,1585.34,1508.442
1979,7384,0,1717.956,1859.117,1788.536
1979,7386,0,391.146,2175.415,1283.28
1979,7390,1,588.257,1793.103,1190.68
1979,7394,1,2075.344,973.3241,1524.334
1979,7395,1,1033.625,1196.21,1114.917
1979,7396,1,1279.145,1794.767,1536.956
1979,7401,0,738.5713,1543.866,1141.219
1979,7404,0,2321.798,2089.156,2205.477
1979,7405,1,1793.663,682.8647,1238.264
1979,7412,0,2130.837,2437.764,2284.301
1979,7417,0,1672.205,1184.942,1428.573
1979,7418,1,1050.329,705.4406,877.8848
1979,7423,1,683.3948,971.2307,827.3127
1979,7424,0,494.782,889.1599,691.9709
1979,7427,0,620.9858,1011.182,816.0838
1979,7428,1,808.3257,1328.125,1068.225
1979,7432,1,1673.259,1990.649,1831.954
1979,7434,0,3815.158,1412.644,2613.901
1979,7438,1,3076.039,1104.94,2090.49
1979,7439,1,770.0747,1354.813,1062.444
1979,7441,1,3982.778,1578.832,2780.805
1979,7443,1,2651.798,1748.064,2199.931
1979,7445,1,2920.998,548.6893,1734.844
1979,7446,1,3082.229,1169.454,2125.841
1979,7448,1,2651.16,2022.324,2336.742
1979,7449,1,2459.792,1706.224,2083.008
1979,7451,1,1312.996,990.2538,1151.625
1979,7456,0,1147.975,328.0336,738.0041
1979,7461,0,1243.048,1752.509,1497.779
1979,7465,0,1668.033,1963.247,1815.64
1979,7469,0,1624.306,2553.281,2088.794
1979,7473,0,797.6515,2066.995,1432.323
1979,7475,1,1311.474,1190.758,1251.116
